refyear,flowcode,partnerdesc,cmdcode,cmddesc,primaryvalue,continent,partner_lat,partner_lon
2020,X,Ghana,16,Meat & fish preparations,77853.4449056,Africa,0.0,0.0
2020,X,Gibraltar,16,Meat & fish preparations,91091.4950323,Europe,0.0,0.0
2020,X,Greece,20,Vegetable preparations,477214.00468980003,Europe,39.1,21.8
2020,X,Greece,15,Fats & oils,16973.838301699998,Europe,39.1,21.8
2020,X,Greece,16,Meat & fish preparations,252632.9847314,Europe,39.1,21.8
2020,X,Greece,13,"Lac, gums & resins",226096.7733066,Europe,39.1,21.8
2020,X,Greece,12,Oil seeds & misc grains,5711.3761089,Europe,39.1,21.8
2020,X,Greece,19,"Cereal, flour & bakery",1930557.4462342001,Europe,39.1,21.8
2020,X,Guatemala,19,"Cereal, flour & bakery",8114966.310101001,Americas,0.0,0.0
2020,X,Guatemala,13,"Lac, gums & resins",10093.3378875,Americas,0.0,0.0
2020,X,Guinea,17,Sugars & confectionery,189426.1502784,Other,0.0,0.0
2020,X,Guinea,19,"Cereal, flour & bakery",9155376.532469999,Other,0.0,0.0
2020,X,Haiti,17,Sugars & confectionery,66.12018350000001,Other,0.0,0.0
2020,X,Honduras,19,"Cereal, flour & bakery",308201.9429202,Americas,0.0,0.0
2020,X,Hong Kong,17,Sugars & confectionery,132363.4785102,Asia,22.3,114.2
2020,X,Hong Kong,15,Fats & oils,268906.55077860004,Asia,22.3,114.2
2020,X,Hong Kong,13,"Lac, gums & resins",5850.6297675000005,Asia,22.3,114.2
2020,X,Hong Kong,16,Meat & fish preparations,193959.3863711,Asia,22.3,114.2
2020,X,Hong Kong,19,"Cereal, flour & bakery",28199521.025116,Asia,22.3,114.2
2020,X,Hong Kong,18,Cocoa & chocolate,84.1524824,Asia,22.3,114.2
2020,X,Hungary,17,Sugars & confectionery,995209.1010379,Europe,47.2,19.5
2020,X,Hungary,18,Cocoa & chocolate,97897.8612003,Europe,47.2,19.5
2020,X,Hungary,16,Meat & fish preparations,31249.774891999998,Europe,47.2,19.5
2020,X,Hungary,20,Vegetable preparations,1557383.4621331,Europe,47.2,19.5
2020,X,Hungary,13,"Lac, gums & resins",492520.8144521,Europe,47.2,19.5
2020,X,Hungary,15,Fats & oils,559.0152995,Europe,47.2,19.5
2020,X,Iceland,12,Oil seeds & misc grains,1254.2784359,Europe,0.0,0.0
2020,X,Iceland,19,"Cereal, flour & bakery",6411.6483634,Europe,0.0,0.0
2020,X,Iceland,20,Vegetable preparations,54835.625404,Europe,0.0,0.0
2020,X,Iceland,15,Fats & oils,3332.0537824,Europe,0.0,0.0
2020,X,Iceland,17,Sugars & confectionery,30.054708599999998,Europe,0.0,0.0
2020,X,Indonesia,17,Sugars & confectionery,90320.0943533,Asia,0.0,0.0
2020,X,Indonesia,19,"Cereal, flour & bakery",5643772.6335228,Asia,0.0,0.0
2020,X,Indonesia,18,Cocoa & chocolate,5110.2845682,Asia,0.0,0.0
2020,X,Iraq,17,Sugars & confectionery,1771.2183713,Middle East,0.0,0.0
2020,X,Iraq,13,"Lac, gums & resins",241.4384399,Middle East,0.0,0.0
2020,X,Iraq,19,"Cereal, flour & bakery",83802393.592295,Middle East,0.0,0.0
2020,X,Iraq,11,Milling products,150.2726659,Middle East,0.0,0.0
2020,X,Israel,11,Milling products,216259.9020904,Middle East,31.0,34.9
2020,X,Israel,13,"Lac, gums & resins",21151.4278864,Middle East,31.0,34.9
2020,X,Israel,15,Fats & oils,753.3683801000001,Middle East,31.0,34.9
2020,X,Israel,18,Cocoa & chocolate,50.091181,Middle East,31.0,34.9
2020,X,Israel,17,Sugars & confectionery,157229.6555739,Middle East,31.0,34.9
2020,X,Israel,12,Oil seeds & misc grains,298831.9195813,Middle East,31.0,34.9
2020,X,Israel,19,"Cereal, flour & bakery",14366922.8947293,Middle East,31.0,34.9
2020,X,Italy,20,Vegetable preparations,1739314.9955216001,Europe,41.9,12.5
2020,X,Italy,16,Meat & fish preparations,6337220.4930643,Europe,41.9,12.5
2020,X,Italy,14,Vegetable plaiting materials,114914.7773914,Europe,41.9,12.5
2020,X,Italy,15,Fats & oils,1762812.6869583998,Europe,41.9,12.5
2020,X,Italy,19,"Cereal, flour & bakery",3573999.2588993,Europe,41.9,12.5
2020,X,Italy,18,Cocoa & chocolate,6901.5385348,Europe,41.9,12.5
2020,X,Italy,12,Oil seeds & misc grains,893036.4728355,Europe,41.9,12.5
2020,X,Italy,13,"Lac, gums & resins",1292577.3608712999,Europe,41.9,12.5
2020,X,Italy,11,Milling products,458622.2273815,Europe,41.9,12.5
2020,X,Cote d'Ivoire,16,Meat & fish preparations,53550.2906113,Africa,0.0,0.0
2020,X,Cote d'Ivoire,19,"Cereal, flour & bakery",13213638.6023152,Africa,0.0,0.0
2020,X,Jamaica,19,"Cereal, flour & bakery",854624.6861445999,Americas,0.0,0.0
2020,X,Japan,15,Fats & oils,17470.7408876,Asia,36.2,138.3
2020,X,Japan,11,Milling products,110713.1438644,Asia,36.2,138.3
2020,X,Japan,16,Meat & fish preparations,9915889.2350161,Asia,36.2,138.3
2020,X,Japan,19,"Cereal, flour & bakery",17478.7558274,Asia,36.2,138.3
2020,X,Japan,12,Oil seeds & misc grains,592320.1302172,Asia,36.2,138.3
2020,X,Japan,18,Cocoa & chocolate,54532.0742505,Asia,36.2,138.3
2020,X,Japan,20,Vegetable preparations,5.0091181,Asia,36.2,138.3
2020,X,Kazakhstan,13,"Lac, gums & resins",77353.536498,Other,0.0,0.0
2020,X,Kazakhstan,20,Vegetable preparations,3035708.2895804,Other,0.0,0.0
2020,X,Kazakhstan,17,Sugars & confectionery,88108.0753434,Other,0.0,0.0
2020,X,Jordan,12,Oil seeds & misc grains,33731.282876900004,Middle East,0.0,0.0
2020,X,Jordan,19,"Cereal, flour & bakery",6764591.9430285,Middle East,0.0,0.0
2020,X,Jordan,13,"Lac, gums & resins",1116.0273026,Middle East,0.0,0.0
2020,X,Kenya,19,"Cereal, flour & bakery",624238.1184816,Africa,0.0,0.0
2020,X,Rep. of Korea,11,Milling products,163391.8514347,Asia,35.9,127.8
2020,X,Rep. of Korea,15,Fats & oils,10803.6283782,Asia,35.9,127.8
2020,X,Rep. of Korea,20,Vegetable preparations,69270.85124820001,Asia,35.9,127.8
2020,X,Rep. of Korea,12,Oil seeds & misc grains,481608.98964920006,Asia,35.9,127.8
2020,X,Rep. of Korea,14,Vegetable plaiting materials,7611.8290255,Asia,35.9,127.8
2020,X,Rep. of Korea,16,Meat & fish preparations,12082058.7423207,Asia,35.9,127.8
2020,X,Rep. of Korea,19,"Cereal, flour & bakery",1302083.6320471,Asia,35.9,127.8
2020,X,Rep. of Korea,18,Cocoa & chocolate,221.4019675,Asia,35.9,127.8
2020,X,Kuwait,19,"Cereal, flour & bakery",11151674.4156195,Middle East,0.0,0.0
2020,X,Kuwait,15,Fats & oils,7926.400940500001,Middle East,0.0,0.0
2020,X,Kuwait,12,Oil seeds & misc grains,89746.0508224,Middle East,0.0,0.0
2020,X,Kuwait,13,"Lac, gums & resins",2004.6418714000001,Middle East,0.0,0.0
2020,X,Kuwait,20,Vegetable preparations,17045.9692515,Middle East,0.0,0.0
2020,X,Kuwait,17,Sugars & confectionery,137.2494851,Middle East,0.0,0.0
2020,X,Kuwait,18,Cocoa & chocolate,19531.4847063,Middle East,0.0,0.0
2020,X,Lebanon,19,"Cereal, flour & bakery",1521773.7661084,Middle East,0.0,0.0
2020,X,Lebanon,17,Sugars & confectionery,1979.5962808999998,Middle East,0.0,0.0
2020,X,Lebanon,13,"Lac, gums & resins",683.2416038,Middle East,0.0,0.0
2020,X,Latvia,13,"Lac, gums & resins",23196.1427026,Europe,0.0,0.0
2020,X,Latvia,19,"Cereal, flour & bakery",2264449.0622516,Europe,0.0,0.0
2020,X,Latvia,15,Fats & oils,422.7683397,Europe,0.0,0.0
2020,X,Liberia,17,Sugars & confectionery,9500.260409499999,Other,0.0,0.0
2020,X,Liberia,19,"Cereal, flour & bakery",1285422.3614869,Other,0.0,0.0
2020,X,Libya,18,Cocoa & chocolate,60364.670842,Africa,0.0,0.0
2020,X,Libya,19,"Cereal, flour & bakery",1670735.3999399,Africa,0.0,0.0
2020,X,Lithuania,19,"Cereal, flour & bakery",71860.5565349,Europe,0.0,0.0
2020,X,Lithuania,13,"Lac, gums & resins",102700.5871451,Europe,0.0,0.0
2020,X,Lithuania,15,Fats & oils,631.1462493,Europe,0.0,0.0
2020,X,Lithuania,16,Meat & fish preparations,83947.51640939999,Europe,0.0,0.0
2020,X,Luxembourg,17,Sugars & confectionery,5138.3351033,Europe,49.6,6.1
2020,X,Luxembourg,16,Meat & fish preparations,37166.5239659,Europe,49.6,6.1
2020,X,Luxembourg,19,"Cereal, flour & bakery",925.6816918999999,Europe,49.6,6.1
2020,X,Luxembourg,18,Cocoa & chocolate,1004.8259333,Europe,49.6,6.1
2020,X,Madagascar,19,"Cereal, flour & bakery",35239.0221624,Africa,0.0,0.0
2020,X,Malawi,19,"Cereal, flour & bakery",1278090.0405497001,Other,0.0,0.0
2020,X,Malaysia,12,Oil seeds & misc grains,19422.2866334,Asia,4.2,108.0
2020,X,Malaysia,19,"Cereal, flour & bakery",8988173.7569659,Asia,4.2,108.0
2020,X,Malaysia,20,Vegetable preparations,1148.0861847,Asia,4.2,108.0
2020,X,Malaysia,18,Cocoa & chocolate,24322.1882414,Asia,4.2,108.0
2020,X,Malaysia,14,Vegetable plaiting materials,163.2967238,Asia,4.2,108.0
2020,X,Mali,19,"Cereal, flour & bakery",43695715.5859378,Other,0.0,0.0
2020,X,Mali,13,"Lac, gums & resins",8824.031220199999,Other,0.0,0.0
2020,X,Malta,12,Oil seeds & misc grains,17730.2125035,Europe,0.0,0.0
2020,X,Malta,17,Sugars & confectionery,8883.1389892,Europe,0.0,0.0
2020,X,Malta,20,Vegetable preparations,60477.8763848,Europe,0.0,0.0
2020,X,Malta,15,Fats & oils,3606.5527526,Europe,0.0,0.0
2020,X,Malta,18,Cocoa & chocolate,67877.3200308,Europe,0.0,0.0
2020,X,Malta,11,Milling products,9640.514839200001,Europe,0.0,0.0
2020,X,Malta,19,"Cereal, flour & bakery",980371.1433264,Europe,0.0,0.0
2020,X,Malta,16,Meat & fish preparations,528515.2091681,Europe,0.0,0.0
2020,X,Mauritania,19,"Cereal, flour & bakery",2636545.0878214,Other,0.0,0.0
2020,X,Mauritius,19,"Cereal, flour & bakery",306689.1945166,Other,0.0,0.0
2020,X,Mexico,17,Sugars & confectionery,15.027354299999999,Americas,23.6,-102.6
2020,X,Mexico,18,Cocoa & chocolate,140.2544297,Americas,23.6,-102.6
2020,X,Mexico,12,Oil seeds & misc grains,403780.59033409995,Americas,23.6,-102.6
2020,X,Mexico,19,"Cereal, flour & bakery",4414972.1422884,Americas,23.6,-102.6
2020,X,Mongolia,13,"Lac, gums & resins",11293.518549600001,Other,0.0,0.0
2020,X,Mongolia,17,Sugars & confectionery,4033.3276850999996,Other,0.0,0.0
2020,X,Rep. of Moldova,19,"Cereal, flour & bakery",4.0074699,Other,0.0,0.0
2020,X,Morocco,19,"Cereal, flour & bakery",217464.0902224,Africa,31.8,-7.1
2020,X,Morocco,17,Sugars & confectionery,60199.3708218,Africa,31.8,-7.1
2020,X,Morocco,16,Meat & fish preparations,487950.51123629994,Africa,31.8,-7.1
2020,X,Morocco,20,Vegetable preparations,718.3054305,Africa,31.8,-7.1
2020,X,Mozambique,19,"Cereal, flour & bakery",319627.7009597,Africa,0.0,0.0
2020,X,Oman,13,"Lac, gums & resins",1077.9585313,Middle East,0.0,0.0
2020,X,Oman,19,"Cereal, flour & bakery",5866901.0136177,Middle East,0.0,0.0
2020,X,Oman,20,Vegetable preparations,573328.6259862001,Middle East,0.0,0.0
2020,X,Oman,17,Sugars & confectionery,352.64068629999997,Middle East,0.0,0.0
2020,X,Netherlands,15,Fats & oils,37887129.519227795,Europe,52.1,5.3
2020,X,Netherlands,19,"Cereal, flour & bakery",131952270.52041161,Europe,52.1,5.3
2020,X,Netherlands,18,Cocoa & chocolate,478834.9495181,Europe,52.1,5.3
2020,X,Netherlands,12,Oil seeds & misc grains,2740057.1485903,Europe,52.1,5.3
2020,X,Netherlands,16,Meat & fish preparations,17795957.7820073,Europe,52.1,5.3
2020,X,Netherlands,13,"Lac, gums & resins",698542.1151072,Europe,52.1,5.3
2020,X,Netherlands,20,Vegetable preparations,5684050.8109518,Europe,52.1,5.3
2020,X,Netherlands,14,Vegetable plaiting materials,24290.1302364,Europe,52.1,5.3
2020,X,Netherlands,11,Milling products,22171.281174,Europe,52.1,5.3
2020,X,Netherlands,17,Sugars & confectionery,7488754.6052277,Europe,52.1,5.3
2020,X,New Zealand,16,Meat & fish preparations,45086.9141401,Oceania,-40.9,174.9
2020,X,New Zealand,19,"Cereal, flour & bakery",267.4856786,Oceania,-40.9,174.9
2020,X,New Zealand,17,Sugars & confectionery,16766.4611632,Oceania,-40.9,174.9
2020,X,New Zealand,20,Vegetable preparations,41.074593,Oceania,-40.9,174.9
2020,X,Niger,19,"Cereal, flour & bakery",6775600.9443717,Other,0.0,0.0
2020,X,Nigeria,12,Oil seeds & misc grains,785.4272622,Africa,9.1,8.7
2020,X,Nigeria,19,"Cereal, flour & bakery",67431386.6679054,Africa,9.1,8.7
2020,X,Nigeria,13,"Lac, gums & resins",42779.722763399994,Africa,9.1,8.7
2020,X,Norway,17,Sugars & confectionery,228797.6808397,Europe,60.5,8.5
2020,X,Norway,12,Oil seeds & misc grains,15657.446275100001,Europe,60.5,8.5
2020,X,Norway,20,Vegetable preparations,266599.3594019,Europe,60.5,8.5
2020,X,Norway,11,Milling products,340328.3099713,Europe,60.5,8.5
2020,X,Pakistan,15,Fats & oils,918.6692773999999,Asia,0.0,0.0
2020,X,Pakistan,19,"Cereal, flour & bakery",5781836.4682575,Asia,0.0,0.0
2020,X,Pakistan,13,"Lac, gums & resins",131.2387188,Asia,0.0,0.0
2020,X,Panama,19,"Cereal, flour & bakery",2155052.3095367,Americas,0.0,0.0
2020,X,Paraguay,13,"Lac, gums & resins",30609.6120547,Americas,0.0,0.0
2020,X,Peru,17,Sugars & confectionery,80.1458896,Americas,0.0,0.0
2020,X,Peru,19,"Cereal, flour & bakery",6750551.4341118,Americas,0.0,0.0
2020,X,Philippines,17,Sugars & confectionery,881950.3314244,Asia,0.0,0.0
2020,X,Philippines,12,Oil seeds & misc grains,32519.0806822,Asia,0.0,0.0
2020,X,Philippines,15,Fats & oils,4776750.4230586,Asia,0.0,0.0
2020,X,Philippines,20,Vegetable preparations,12128.0344675,Asia,0.0,0.0
2020,X,Poland,20,Vegetable preparations,1254124.4995874,Europe,52.0,20.0
2020,X,Poland,17,Sugars & confectionery,7616256.250901201,Europe,52.0,20.0
2020,X,Poland,15,Fats & oils,2183.9675977,Europe,52.0,20.0
2020,X,Poland,14,Vegetable plaiting materials,9717.654907099999,Europe,52.0,20.0
2020,X,Poland,13,"Lac, gums & resins",1126515.6591373999,Europe,52.0,20.0
2020,X,Poland,16,Meat & fish preparations,2430383.5327366,Europe,52.0,20.0
2020,X,Poland,19,"Cereal, flour & bakery",69843150.37192151,Europe,52.0,20.0
2020,X,Poland,12,Oil seeds & misc grains,59036.25728279999,Europe,52.0,20.0
2020,X,Poland,11,Milling products,531156.0064069,Europe,52.0,20.0
2020,X,Poland,18,Cocoa & chocolate,719434.0713777,Europe,52.0,20.0
2020,X,Portugal,18,Cocoa & chocolate,112723.7973792,Europe,39.4,-8.2
2020,X,Portugal,17,Sugars & confectionery,818716.4480844999,Europe,39.4,-8.2
2020,X,Portugal,12,Oil seeds & misc grains,1294.3513807000002,Europe,39.4,-8.2
2020,X,Portugal,15,Fats & oils,42697.5735774,Europe,39.4,-8.2
2020,X,Portugal,16,Meat & fish preparations,10045438.6013275,Europe,39.4,-8.2
2020,X,Portugal,20,Vegetable preparations,63027.5087267,Europe,39.4,-8.2
2020,X,Portugal,19,"Cereal, flour & bakery",4186324.7349917004,Europe,39.4,-8.2
2020,X,Portugal,13,"Lac, gums & resins",36338.0188143,Europe,39.4,-8.2
2020,X,Guinea-Bissau,19,"Cereal, flour & bakery",238546.39210360002,Other,0.0,0.0
2020,X,Qatar,20,Vegetable preparations,19807.9869729,Middle East,0.0,0.0
2020,X,Qatar,16,Meat & fish preparations,58352.0140308,Middle East,0.0,0.0
2020,X,Qatar,18,Cocoa & chocolate,163220.5397711,Middle East,0.0,0.0
2020,X,Qatar,17,Sugars & confectionery,1051.9112926,Middle East,0.0,0.0
2020,X,Qatar,12,Oil seeds & misc grains,130.2361935,Middle East,0.0,0.0
2020,X,Qatar,15,Fats & oils,8082.6843727,Middle East,0.0,0.0
2020,X,Qatar,13,"Lac, gums & resins",3453.274265,Middle East,0.0,0.0
2020,X,Qatar,19,"Cereal, flour & bakery",3308797.4390618,Middle East,0.0,0.0
2020,X,Romania,12,Oil seeds & misc grains,5410.8307771,Europe,45.9,24.9
2020,X,Romania,17,Sugars & confectionery,973325.3420149001,Europe,45.9,24.9
2020,X,Romania,16,Meat & fish preparations,111137.91550049999,Europe,45.9,24.9
2020,X,Romania,13,"Lac, gums & resins",2787984.2230450003,Europe,45.9,24.9
2020,X,Romania,18,Cocoa & chocolate,127326.32741710001,Europe,45.9,24.9
2020,X,Romania,19,"Cereal, flour & bakery",6945851.2555746995,Europe,45.9,24.9
2020,X,Russia,11,Milling products,1.0016482,Europe/Asia,61.5,105.0
2020,X,Russia,12,Oil seeds & misc grains,134174.7689492,Europe/Asia,61.5,105.0
2020,X,Russia,20,Vegetable preparations,3707534.8675365,Europe/Asia,61.5,105.0
2020,X,Russia,13,"Lac, gums & resins",752612.3497214,Europe/Asia,61.5,105.0
2020,X,Russia,19,"Cereal, flour & bakery",21449165.9482583,Europe/Asia,61.5,105.0
2020,X,Saint Vincent and the Grenadines,19,"Cereal, flour & bakery",278073.2044489,Other,0.0,0.0
2020,X,Saudi Arabia,19,"Cereal, flour & bakery",43335944.953737795,Middle East,23.9,45.1
2020,X,Saudi Arabia,18,Cocoa & chocolate,749590.8603841,Middle East,23.9,45.1
2020,X,Saudi Arabia,20,Vegetable preparations,13523.5698584,Middle East,23.9,45.1
2020,X,Saudi Arabia,12,Oil seeds & misc grains,2887604.2130838,Middle East,23.9,45.1
2020,X,Saudi Arabia,15,Fats & oils,30354.147908699997,Middle East,23.9,45.1
2020,X,Saudi Arabia,17,Sugars & confectionery,117804.0272388,Middle East,23.9,45.1
2020,X,Senegal,13,"Lac, gums & resins",1470.6721624,Africa,0.0,0.0
2020,X,Senegal,19,"Cereal, flour & bakery",50725002.428858794,Africa,0.0,0.0
2020,X,Serbia,13,"Lac, gums & resins",242679.9021507,Europe,0.0,0.0
2020,X,Serbia,19,"Cereal, flour & bakery",1733.1487229,Europe,0.0,0.0
2020,X,Serbia,12,Oil seeds & misc grains,48714.505013300004,Europe,0.0,0.0
2020,X,Serbia,17,Sugars & confectionery,21112.3574669,Europe,0.0,0.0
2020,X,Serbia,20,Vegetable preparations,1715855.3746103,Europe,0.0,0.0
2020,X,Seychelles,19,"Cereal, flour & bakery",35740.933866399995,Other,0.0,0.0
2020,X,Sierra Leone,19,"Cereal, flour & bakery",340064.8317626,Other,0.0,0.0
2020,X,India,13,"Lac, gums & resins",51781.0764135,Asia,20.6,78.9
2020,X,India,18,Cocoa & chocolate,175565.96873619998,Asia,20.6,78.9
2020,X,India,20,Vegetable preparations,23.0422941,Asia,20.6,78.9
2020,X,India,19,"Cereal, flour & bakery",35990.3872461,Asia,20.6,78.9
2020,X,India,12,Oil seeds & misc grains,1982268.3949942999,Asia,20.6,78.9
2020,X,Singapore,13,"Lac, gums & resins",173392.0193747,Asia,1.3,103.8
2020,X,Singapore,18,Cocoa & chocolate,158819.5440454,Asia,1.3,103.8
2020,X,Singapore,15,Fats & oils,5513.0164355,Asia,1.3,103.8
2020,X,Singapore,17,Sugars & confectionery,547363.4522706,Asia,1.3,103.8
2020,X,Singapore,19,"Cereal, flour & bakery",3494389.6238538,Asia,1.3,103.8
2020,X,Singapore,11,Milling products,28822.3646809,Asia,1.3,103.8
2020,X,Slovakia,16,Meat & fish preparations,270282.0496971,Europe,48.7,19.7
2020,X,Slovakia,18,Cocoa & chocolate,179810.6810297,Europe,48.7,19.7
2020,X,Vietnam,19,"Cereal, flour & bakery",14106753.216866799,Asia,0.0,0.0
2020,X,Vietnam,12,Oil seeds & misc grains,898963.2410227,Asia,0.0,0.0
2020,X,Vietnam,18,Cocoa & chocolate,18764.0906201,Asia,0.0,0.0
2020,X,Vietnam,16,Meat & fish preparations,91546.321377,Asia,0.0,0.0
2020,X,Slovenia,19,"Cereal, flour & bakery",1399656.9030962002,Europe,46.2,14.8
2020,X,Slovenia,12,Oil seeds & misc grains,3419.2120865,Europe,46.2,14.8
2020,X,Slovenia,13,"Lac, gums & resins",445323.0653123,Europe,46.2,14.8
2020,X,Slovenia,15,Fats & oils,10606.2694759,Europe,46.2,14.8
2020,X,Slovenia,17,Sugars & confectionery,300.5462089,Europe,46.2,14.8
2020,X,Slovenia,20,Vegetable preparations,4253.7280044,Europe,46.2,14.8
2020,X,Slovenia,18,Cocoa & chocolate,25651.6043259,Europe,46.2,14.8
2020,X,Somalia,19,"Cereal, flour & bakery",923945.6285738001,Other,0.0,0.0
2020,X,South Africa,15,Fats & oils,29.053060400000003,Africa,-30.6,22.9
2020,X,South Africa,17,Sugars & confectionery,89597.7814529,Africa,-30.6,22.9
2020,X,South Africa,19,"Cereal, flour & bakery",13245387.2830895,Africa,-30.6,22.9
2020,X,South Africa,13,"Lac, gums & resins",65759.47173949999,Africa,-30.6,22.9
2020,X,South Africa,12,Oil seeds & misc grains,1203252.0742151,Africa,-30.6,22.9
2020,X,Zimbabwe,19,"Cereal, flour & bakery",1142154.0705883,Africa,0.0,0.0
2020,X,Zimbabwe,13,"Lac, gums & resins",33410.7010727,Africa,0.0,0.0
2020,X,Zimbabwe,17,Sugars & confectionery,224.4077892,Africa,0.0,0.0
2020,X,Spain,13,"Lac, gums & resins",510431.3543301,Europe,40.0,-4.0
2020,X,Spain,12,Oil seeds & misc grains,1231912.1438204,Europe,40.0,-4.0
2020,X,Spain,17,Sugars & confectionery,526947.3604654,Europe,40.0,-4.0
2020,X,Spain,16,Meat & fish preparations,18546718.768344898,Europe,40.0,-4.0
2020,X,Spain,11,Milling products,199136.792771,Europe,40.0,-4.0
2020,X,Spain,18,Cocoa & chocolate,197765.30132240002,Europe,40.0,-4.0
2020,X,Spain,19,"Cereal, flour & bakery",4816844.2656432,Europe,40.0,-4.0
2020,X,Spain,20,Vegetable preparations,4253566.9004262,Europe,40.0,-4.0
2020,X,Sudan,19,"Cereal, flour & bakery",6882246.6992496,Africa,0.0,0.0
2020,X,Suriname,19,"Cereal, flour & bakery",140440.15211660002,Other,0.0,0.0
2020,X,Sweden,17,Sugars & confectionery,357492.4938837,Europe,63.0,16.0
2020,X,Sweden,11,Milling products,175739.2836962,Europe,63.0,16.0
2020,X,Sweden,12,Oil seeds & misc grains,34145.0346286,Europe,63.0,16.0
2020,X,Sweden,16,Meat & fish preparations,13373503.0443616,Europe,63.0,16.0
2020,X,Sweden,15,Fats & oils,28133.1123108,Europe,63.0,16.0
2020,X,Sweden,19,"Cereal, flour & bakery",692762.6146413,Europe,63.0,16.0
2020,X,Sweden,18,Cocoa & chocolate,297786.019055,Europe,63.0,16.0
2020,X,Sweden,20,Vegetable preparations,814848.4204196,Europe,63.0,16.0
2020,X,Sweden,13,"Lac, gums & resins",4733.5999396,Europe,63.0,16.0
2020,X,Switzerland,20,Vegetable preparations,353945.0489001,Europe,46.8,8.2
2020,X,Switzerland,15,Fats & oils,4867.843603,Europe,46.8,8.2
2020,X,Switzerland,11,Milling products,37628.3636022,Europe,46.8,8.2
2020,X,Switzerland,16,Meat & fish preparations,1103068.0597587002,Europe,46.8,8.2
2020,X,Switzerland,19,"Cereal, flour & bakery",5383866.4347461,Europe,46.8,8.2
2020,X,Switzerland,13,"Lac, gums & resins",69753.7290051,Europe,46.8,8.2
2020,X,Switzerland,17,Sugars & confectionery,14887.0472443,Europe,46.8,8.2
2020,X,Tajikistan,17,Sugars & confectionery,294.5354426,Other,0.0,0.0
2020,X,Thailand,19,"Cereal, flour & bakery",23801128.0042018,Asia,0.0,0.0
2020,X,Thailand,18,Cocoa & chocolate,7026.7664873,Asia,0.0,0.0
2020,X,Thailand,17,Sugars & confectionery,1098.9966519,Asia,0.0,0.0
2020,X,Thailand,16,Meat & fish preparations,216813.9082718,Asia,0.0,0.0
2020,X,Thailand,12,Oil seeds & misc grains,3656.6430565,Asia,0.0,0.0
2020,X,Togo,13,"Lac, gums & resins",22060.0789276,Other,0.0,0.0
2020,X,Togo,19,"Cereal, flour & bakery",19931978.5143682,Other,0.0,0.0
2020,X,Trinidad and Tobago,19,"Cereal, flour & bakery",99697.1301067,Americas,0.0,0.0
2020,X,United Arab Emirates,20,Vegetable preparations,1285375.2761275999,Middle East,23.4,53.8
2020,X,United Arab Emirates,12,Oil seeds & misc grains,45447.5697662,Middle East,23.4,53.8
2020,X,United Arab Emirates,13,"Lac, gums & resins",157341.85946849998,Middle East,23.4,53.8
2020,X,United Arab Emirates,11,Milling products,140671.57319740002,Middle East,23.4,53.8
2020,X,United Arab Emirates,16,Meat & fish preparations,383831.34640619997,Middle East,23.4,53.8
2020,X,United Arab Emirates,15,Fats & oils,20299.8813178,Middle East,23.4,53.8
2020,X,United Arab Emirates,17,Sugars & confectionery,76691.33301480001,Middle East,23.4,53.8
2020,X,Tunisia,18,Cocoa & chocolate,44.0804147,Africa,0.0,0.0
2020,X,Tunisia,12,Oil seeds & misc grains,44143.1992722,Africa,0.0,0.0
2020,X,Tunisia,16,Meat & fish preparations,10696.4336017,Africa,0.0,0.0
2020,X,Tunisia,20,Vegetable preparations,21.0381206,Africa,0.0,0.0
2020,X,Türkiye,20,Vegetable preparations,1475940.4960027,Middle East,39.0,35.0
2020,X,Türkiye,12,Oil seeds & misc grains,456407.2025499,Middle East,39.0,35.0
2020,X,Türkiye,19,"Cereal, flour & bakery",17431311.2903874,Middle East,39.0,35.0
2020,X,Türkiye,16,Meat & fish preparations,30.054708599999998,Middle East,39.0,35.0
2020,X,Türkiye,13,"Lac, gums & resins",351483.5773876,Middle East,39.0,35.0
2020,X,Türkiye,17,Sugars & confectionery,64428.053235700005,Middle East,39.0,35.0
2020,X,Uganda,20,Vegetable preparations,5469.937669,Africa,0.0,0.0
2020,X,Uganda,19,"Cereal, flour & bakery",27740.3986797,Africa,0.0,0.0
2020,X,Uganda,18,Cocoa & chocolate,30.054708599999998,Africa,0.0,0.0
2020,X,Uganda,17,Sugars & confectionery,45715.055444800004,Africa,0.0,0.0
2020,X,Ukraine,13,"Lac, gums & resins",105628.907412,Europe/Asia,48.4,31.2
2020,X,Ukraine,11,Milling products,32426.913259999998,Europe/Asia,48.4,31.2
2020,X,Ukraine,19,"Cereal, flour & bakery",5059.191739,Europe/Asia,48.4,31.2
2020,X,Ukraine,17,Sugars & confectionery,346507.5364828,Europe/Asia,48.4,31.2
2020,X,Ukraine,20,Vegetable preparations,409662.2764584,Europe/Asia,48.4,31.2
2020,X,Ukraine,12,Oil seeds & misc grains,5.0091181,Europe/Asia,48.4,31.2
2020,X,Ukraine,15,Fats & oils,114.20719100000001,Europe/Asia,48.4,31.2
2020,X,North Macedonia,17,Sugars & confectionery,14474.2971408,Europe,0.0,0.0
2020,X,North Macedonia,20,Vegetable preparations,523768.58517060004,Europe,0.0,0.0
2020,X,Egypt,15,Fats & oils,5580.1382672,Africa,26.8,30.8
2020,X,Egypt,19,"Cereal, flour & bakery",7401347.8046641005,Africa,26.8,30.8
