refyear,flowcode,partnerdesc,cmdcode,cmddesc,primaryvalue,continent,partner_lat,partner_lon,_source
2010,X,Greece,2710,Crude petroleum oils,16951.2757255,Europe,0.0,0.0,exports_2010_2021
2010,X,Hong Kong,2710,Crude petroleum oils,78.0611894,Asia,0.0,0.0,exports_2010_2021
2010,X,Argentina,2710,Crude petroleum oils,374308.1394156,Americas,0.0,0.0,exports_2010_2021
2010,X,Australia,2710,Crude petroleum oils,76.05919460000001,Oceania,-25.3,133.8,exports_2010_2021
2010,X,Austria,2710,Crude petroleum oils,59640.707667099996,Europe,0.0,0.0,exports_2010_2021
2010,X,Barbados,2710,Crude petroleum oils,354.2775896,Americas,0.0,0.0,exports_2010_2021
2011,X,Japan,2709,Crude petroleum oils,3856.8214705,Asia,36.2,138.3,exports_2010_2021
2011,X,United Kingdom,2709,Crude petroleum oils,28043649.4287175,Europe,55.4,-3.4,exports_2010_2021
2011,X,United States,2709,Crude petroleum oils,5187.830276500001,Americas,39.5,-98.4,exports_2010_2021
2011,X,United Arab Emirates,2711,Petroleum gas,22743.327367,Middle East,23.4,53.8,exports_2010_2021
2011,X,Egypt,2711,Petroleum gas,23377.284573,Africa,0.0,0.0,exports_2010_2021
2011,X,United Kingdom,2711,Petroleum gas,6097689.492335,Europe,55.4,-3.4,exports_2010_2021
2011,X,France,2711,Petroleum gas,864333.574274,Europe,46.2,2.2,exports_2010_2021
2011,X,Germany,2711,Petroleum gas,16036.203768500001,Europe,51.2,10.5,exports_2010_2021
2011,X,Greece,2711,Petroleum gas,944.425773,Europe,0.0,0.0,exports_2010_2021
2011,X,Italy,2711,Petroleum gas,132652.217668,Europe,41.9,12.5,exports_2010_2021
2011,X,Kuwait,2711,Petroleum gas,101319.9259645,Middle East,29.3,47.5,exports_2010_2021
2011,X,Oman,2711,Petroleum gas,86936.216553,Middle East,0.0,0.0,exports_2010_2021
2011,X,Netherlands,2711,Petroleum gas,10181792.7968645,Europe,52.1,5.3,exports_2010_2021
2011,X,Norway,2711,Petroleum gas,2063.1137265,Europe,60.5,8.5,exports_2010_2021
2011,X,Spain,2711,Petroleum gas,12666.117572500001,Europe,40.0,-4.0,exports_2010_2021
2011,X,Sweden,2711,Petroleum gas,10205.403109500001,Europe,63.0,16.0,exports_2010_2021
2011,X,Switzerland,2711,Petroleum gas,56433.176660000005,Europe,0.0,0.0,exports_2010_2021
2011,X,Belgium,2711,Petroleum gas,17604313.912131,Europe,50.5,4.5,exports_2010_2021
2011,X,Czechia,2711,Petroleum gas,1406.1224475000001,Europe,0.0,0.0,exports_2010_2021
2011,X,Denmark,2711,Petroleum gas,258.389718,Europe,56.0,10.0,exports_2010_2021
2011,X,Finland,2711,Petroleum gas,2516.7987685000003,Europe,0.0,0.0,exports_2010_2021
2011,X,Japan,2710,Crude petroleum oils,7.010808,Asia,36.2,138.3,exports_2010_2021
2011,X,Jordan,2710,Crude petroleum oils,1635.4688285000002,Middle East,0.0,0.0,exports_2010_2021
2011,X,Luxembourg,2710,Crude petroleum oils,87536.1219825,Europe,49.6,6.1,exports_2010_2021
2011,X,Netherlands,2710,Crude petroleum oils,40748246.998027496,Europe,52.1,5.3,exports_2010_2021
2011,X,New Zealand,2710,Crude petroleum oils,14421.767364,Oceania,0.0,0.0,exports_2010_2021
2011,X,Norway,2710,Crude petroleum oils,139672092.80843902,Europe,60.5,8.5,exports_2010_2021
2011,X,Philippines,2710,Crude petroleum oils,359.542784,Other,0.0,0.0,exports_2010_2021
2011,X,Poland,2710,Crude petroleum oils,4072.1462355000003,Europe,52.0,20.0,exports_2010_2021
2011,X,Portugal,2710,Crude petroleum oils,18624.110002499998,Europe,0.0,0.0,exports_2010_2021
2011,X,India,2710,Crude petroleum oils,780.1775935000001,Asia,20.6,78.9,exports_2010_2021
2011,X,Singapore,2710,Crude petroleum oils,5.00772,Asia,1.3,103.8,exports_2010_2021
2011,X,Vietnam,2710,Crude petroleum oils,68.1028335,Asia,0.0,0.0,exports_2010_2021
2011,X,Slovenia,2710,Crude petroleum oils,9777.7582115,Europe,0.0,0.0,exports_2010_2021
2011,X,Spain,2710,Crude petroleum oils,3842101.0401250003,Europe,40.0,-4.0,exports_2010_2021
2011,X,Sweden,2710,Crude petroleum oils,11344004.971007,Europe,63.0,16.0,exports_2010_2021
2011,X,Switzerland,2710,Crude petroleum oils,4567.894686500001,Europe,0.0,0.0,exports_2010_2021
2011,X,Trinidad and Tobago,2710,Crude petroleum oils,423.63944150000003,Americas,0.0,0.0,exports_2010_2021
2011,X,Tunisia,2710,Crude petroleum oils,110.16624250000001,Other,0.0,0.0,exports_2010_2021
2011,X,United Kingdom,2710,Crude petroleum oils,589904996.766245,Europe,55.4,-3.4,exports_2010_2021
2011,X,United States,2710,Crude petroleum oils,164803589.80620402,Americas,39.5,-98.4,exports_2010_2021
2011,X,Chile,2710,Crude petroleum oils,112.1693305,Americas,0.0,0.0,exports_2010_2021
2011,X,China,2710,Crude petroleum oils,184524.5104495,Asia,35.9,104.2,exports_2010_2021
2011,X,Czechia,2710,Crude petroleum oils,5040431.7300545005,Europe,0.0,0.0,exports_2010_2021
2011,X,Denmark,2710,Crude petroleum oils,727794.4902545001,Europe,56.0,10.0,exports_2010_2021
2011,X,Estonia,2710,Crude petroleum oils,540.816492,Europe,0.0,0.0,exports_2010_2021
2011,X,Finland,2710,Crude petroleum oils,274.414422,Europe,0.0,0.0,exports_2010_2021
2011,X,France,2710,Crude petroleum oils,163499760.88400802,Europe,46.2,2.2,exports_2010_2021
2011,X,Germany,2710,Crude petroleum oils,96729557.88257,Europe,51.2,10.5,exports_2010_2021
2011,X,Greece,2710,Crude petroleum oils,3356.0652995,Europe,0.0,0.0,exports_2010_2021
2011,X,Hungary,2710,Crude petroleum oils,632.9556620000001,Europe,0.0,0.0,exports_2010_2021
2011,X,Italy,2710,Crude petroleum oils,233288.111385,Europe,41.9,12.5,exports_2010_2021
2011,X,Argentina,2710,Crude petroleum oils,56084.65086,Americas,0.0,0.0,exports_2010_2021
2011,X,Austria,2710,Crude petroleum oils,6623.997605,Europe,0.0,0.0,exports_2010_2021
2011,X,Belgium,2710,Crude petroleum oils,17234.012259,Europe,50.5,4.5,exports_2010_2021
2011,X,Canada,2710,Crude petroleum oils,1419.1418,Americas,56.1,-106.3,exports_2010_2021
2012,X,United Kingdom,2716,Electrical energy,3615471.0581874005,Europe,55.4,-3.4,exports_2010_2021
2012,X,Japan,2709,Crude petroleum oils,76.0324746,Asia,36.2,138.3,exports_2010_2021
2012,X,Norway,2709,Crude petroleum oils,1.0007652,Europe,60.5,8.5,exports_2010_2021
2012,X,Sweden,2710,Crude petroleum oils,28971612.054419402,Europe,63.0,16.0,exports_2010_2021
2012,X,Switzerland,2710,Crude petroleum oils,150.06497520000002,Europe,0.0,0.0,exports_2010_2021
2012,X,United Arab Emirates,2710,Crude petroleum oils,422.18206019999997,Middle East,23.4,53.8,exports_2010_2021
2012,X,Tunisia,2710,Crude petroleum oils,261.1125588,Other,0.0,0.0,exports_2010_2021
2012,X,Egypt,2710,Crude petroleum oils,67.0287006,Africa,0.0,0.0,exports_2010_2021
2012,X,United Kingdom,2710,Crude petroleum oils,915249986.2390794,Europe,55.4,-3.4,exports_2010_2021
2012,X,United States,2710,Crude petroleum oils,163291123.65238738,Americas,39.5,-98.4,exports_2010_2021
2012,X,Israel,2710,Crude petroleum oils,150.06497520000002,Middle East,0.0,0.0,exports_2010_2021
2012,X,Italy,2710,Crude petroleum oils,261068.360931,Europe,41.9,12.5,exports_2010_2021
2012,X,Japan,2710,Crude petroleum oils,2907.2509212,Asia,36.2,138.3,exports_2010_2021
2012,X,Kuwait,2710,Crude petroleum oils,1547.6662614,Middle East,29.3,47.5,exports_2010_2021
2012,X,Latvia,2710,Crude petroleum oils,178.0762842,Europe,0.0,0.0,exports_2010_2021
2012,X,Luxembourg,2710,Crude petroleum oils,3203.3785890000004,Europe,49.6,6.1,exports_2010_2021
2012,X,Malaysia,2710,Crude petroleum oils,2666.1474408,Asia,4.2,108.0,exports_2010_2021
2012,X,Malta,2710,Crude petroleum oils,5125.205745,Europe,0.0,0.0,exports_2010_2021
2012,X,Netherlands,2710,Crude petroleum oils,32667691.804757997,Europe,52.1,5.3,exports_2010_2021
2012,X,New Caledonia,2710,Crude petroleum oils,170.0732754,Oceania,0.0,0.0,exports_2010_2021
2012,X,New Zealand,2710,Crude petroleum oils,7203.100132799999,Oceania,0.0,0.0,exports_2010_2021
2012,X,Norway,2710,Crude petroleum oils,550.2372048,Europe,60.5,8.5,exports_2010_2021
2012,X,Philippines,2710,Crude petroleum oils,383.16466859999997,Other,0.0,0.0,exports_2010_2021
2012,X,Poland,2710,Crude petroleum oils,16060.912606200001,Europe,52.0,20.0,exports_2010_2021
2012,X,Portugal,2710,Crude petroleum oils,6027.5940138000005,Europe,0.0,0.0,exports_2010_2021
2012,X,Romania,2710,Crude petroleum oils,170.0732754,Europe,0.0,0.0,exports_2010_2021
2012,X,Russian Federation,2710,Crude petroleum oils,60.0256788,Other,0.0,0.0,exports_2010_2021
2012,X,Serbia,2710,Crude petroleum oils,176.07553199999998,Europe,0.0,0.0,exports_2010_2021
2012,X,India,2710,Crude petroleum oils,4908.1120692,Asia,20.6,78.9,exports_2010_2021
2012,X,Singapore,2710,Crude petroleum oils,5678.443689000001,Asia,1.3,103.8,exports_2010_2021
2012,X,Slovakia,2710,Crude petroleum oils,7067.0412012,Europe,0.0,0.0,exports_2010_2021
2012,X,Slovenia,2710,Crude petroleum oils,7607.2738668,Europe,0.0,0.0,exports_2010_2021
2012,X,South Africa,2710,Crude petroleum oils,1264.543872,Africa,-30.6,22.9,exports_2010_2021
2012,X,Spain,2710,Crude petroleum oils,28421125.1306868,Europe,40.0,-4.0,exports_2010_2021
2012,X,Bulgaria,2710,Crude petroleum oils,5373.3122472000005,Europe,0.0,0.0,exports_2010_2021
2012,X,Canada,2710,Crude petroleum oils,1735.7470848,Americas,56.1,-106.3,exports_2010_2021
2012,X,Czechia,2710,Crude petroleum oils,3833153.7457854003,Europe,0.0,0.0,exports_2010_2021
2012,X,Denmark,2710,Crude petroleum oils,955664.3069417999,Europe,56.0,10.0,exports_2010_2021
2012,X,Faroe Isds,2710,Crude petroleum oils,67.0287006,Other,0.0,0.0,exports_2010_2021
2012,X,Finland,2710,Crude petroleum oils,3528.5183309999998,Europe,0.0,0.0,exports_2010_2021
2012,X,France,2710,Crude petroleum oils,296635496.5615644,Europe,46.2,2.2,exports_2010_2021
2012,X,Germany,2710,Crude petroleum oils,23343252.671513397,Europe,51.2,10.5,exports_2010_2021
2012,X,Greece,2710,Crude petroleum oils,11443.925157,Europe,0.0,0.0,exports_2010_2021
2012,X,Hong Kong,2710,Crude petroleum oils,71.03020500000001,Asia,0.0,0.0,exports_2010_2021
2012,X,Hungary,2710,Crude petroleum oils,117692.65363320001,Europe,0.0,0.0,exports_2010_2021
2012,X,Australia,2710,Crude petroleum oils,43294.6332714,Oceania,-25.3,133.8,exports_2010_2021
2012,X,Austria,2710,Crude petroleum oils,208249.62812819998,Europe,0.0,0.0,exports_2010_2021
2012,X,Belgium,2710,Crude petroleum oils,704215.0863300001,Europe,50.5,4.5,exports_2010_2021
2012,X,Brazil,2710,Crude petroleum oils,80.0347572,Americas,-14.2,-51.9,exports_2010_2021
2012,X,Norway,2711,Petroleum gas,266.11482839999996,Europe,60.5,8.5,exports_2010_2021
2012,X,Qatar,2711,Petroleum gas,5611.4149884,Middle East,25.4,51.2,exports_2010_2021
2012,X,Singapore,2711,Petroleum gas,413.17750800000005,Asia,1.3,103.8,exports_2010_2021
2012,X,South Africa,2711,Petroleum gas,466.20094320000004,Africa,-30.6,22.9,exports_2010_2021
2012,X,Spain,2711,Petroleum gas,5174.2268976,Europe,40.0,-4.0,exports_2010_2021
2012,X,Sweden,2711,Petroleum gas,7327.153773,Europe,63.0,16.0,exports_2010_2021
2012,X,Thailand,2711,Petroleum gas,645.2779926,Asia,0.0,0.0,exports_2010_2021
2012,X,United Arab Emirates,2711,Petroleum gas,30738.2291916,Middle East,23.4,53.8,exports_2010_2021
2012,X,Egypt,2711,Petroleum gas,217.0936758,Africa,0.0,0.0,exports_2010_2021
2012,X,United Kingdom,2711,Petroleum gas,4161196.9317522002,Europe,55.4,-3.4,exports_2010_2021
2012,X,Venezuela,2711,Petroleum gas,10617.5693628,Other,0.0,0.0,exports_2010_2021
2012,X,Yemen,2711,Petroleum gas,18334.8908262,Middle East,0.0,0.0,exports_2010_2021
2012,X,Finland,2711,Petroleum gas,5849.5177296,Europe,0.0,0.0,exports_2010_2021
2012,X,France,2711,Petroleum gas,2852900.8565538,Europe,46.2,2.2,exports_2010_2021
2012,X,Germany,2711,Petroleum gas,12549.401058000001,Europe,51.2,10.5,exports_2010_2021
2012,X,Greece,2711,Petroleum gas,2040.8785266,Europe,0.0,0.0,exports_2010_2021
2012,X,Indonesia,2711,Petroleum gas,1425.6133734,Asia,0.0,0.0,exports_2010_2021
2012,X,Italy,2711,Petroleum gas,64121.59753679999,Europe,41.9,12.5,exports_2010_2021
2012,X,Kuwait,2711,Petroleum gas,305.1314418,Middle East,29.3,47.5,exports_2010_2021
2012,X,Libya,2711,Petroleum gas,3727.6044587999995,Africa,26.3,17.2,exports_2010_2021
2012,X,Malta,2711,Petroleum gas,4781.0576898,Europe,0.0,0.0,exports_2010_2021
2012,X,Oman,2711,Petroleum gas,10538.5353708,Middle East,0.0,0.0,exports_2010_2021
2012,X,Netherlands,2711,Petroleum gas,5455459.9683708,Europe,52.1,5.3,exports_2010_2021
2012,X,Australia,2711,Petroleum gas,1475.6352912,Oceania,-25.3,133.8,exports_2010_2021
2012,X,Belgium,2711,Petroleum gas,13252767.8409612,Europe,50.5,4.5,exports_2010_2021
2012,X,Croatia,2711,Petroleum gas,5410.3288866,Europe,0.0,0.0,exports_2010_2021
2012,X,Denmark,2711,Petroleum gas,260.1117936,Europe,56.0,10.0,exports_2010_2021
2013,X,United Kingdom,2716,Electrical energy,6429486.5010292,Europe,55.4,-3.4,exports_2010_2021
2013,X,Saudi Arabia,2710,Crude petroleum oils,30476.3120676,Middle East,23.9,45.1,exports_2010_2021
2013,X,Seychelles,2710,Crude petroleum oils,2956.0004347999998,Other,0.0,0.0,exports_2010_2021
2013,X,India,2710,Crude petroleum oils,6564.220852,Asia,20.6,78.9,exports_2010_2021
2013,X,Singapore,2710,Crude petroleum oils,285.0967448,Asia,1.3,103.8,exports_2010_2021
2013,X,Vietnam,2710,Crude petroleum oils,119.0402472,Asia,0.0,0.0,exports_2010_2021
2013,X,South Africa,2710,Crude petroleum oils,1655.5599619999998,Africa,-30.6,22.9,exports_2010_2021
2013,X,Spain,2710,Crude petroleum oils,3226564.7505,Europe,40.0,-4.0,exports_2010_2021
2013,X,Sweden,2710,Crude petroleum oils,3856900.032384,Europe,63.0,16.0,exports_2010_2021
2013,X,Switzerland,2710,Crude petroleum oils,1871.6334588,Europe,0.0,0.0,exports_2010_2021
2013,X,Thailand,2710,Crude petroleum oils,100.0339984,Asia,0.0,0.0,exports_2010_2021
2013,X,United Arab Emirates,2710,Crude petroleum oils,8758.9635532,Middle East,23.4,53.8,exports_2010_2021
2013,X,Tunisia,2710,Crude petroleum oils,854.2892316,Other,0.0,0.0,exports_2010_2021
2013,X,United Kingdom,2710,Crude petroleum oils,488531449.00134677,Europe,55.4,-3.4,exports_2010_2021
2013,X,United States,2710,Crude petroleum oils,143595933.56129,Americas,39.5,-98.4,exports_2010_2021
2013,X,Hungary,2710,Crude petroleum oils,693.2347351999999,Europe,0.0,0.0,exports_2010_2021
2013,X,Iceland,2710,Crude petroleum oils,294.09974439999996,Europe,0.0,0.0,exports_2010_2021
2013,X,Iraq,2710,Crude petroleum oils,471.15974079999995,Middle East,33.2,43.7,exports_2010_2021
2013,X,Israel,2710,Crude petroleum oils,2204.7459504,Middle East,0.0,0.0,exports_2010_2021
2013,X,Italy,2710,Crude petroleum oils,265780.9308,Europe,41.9,12.5,exports_2010_2021
2013,X,Japan,2710,Crude petroleum oils,14910.045166799999,Asia,36.2,138.3,exports_2010_2021
2013,X,Kazakhstan,2710,Crude petroleum oils,2472.8369456,Other,0.0,0.0,exports_2010_2021
2013,X,Jordan,2710,Crude petroleum oils,2253.7626999999998,Middle East,0.0,0.0,exports_2010_2021
2013,X,Kuwait,2710,Crude petroleum oils,2026.6857043999998,Middle East,29.3,47.5,exports_2010_2021
2013,X,Kyrgyzstan,2710,Crude petroleum oils,2068.6999536,Other,0.0,0.0,exports_2010_2021
2013,X,Lebanon,2710,Crude petroleum oils,1466.4962171999998,Other,0.0,0.0,exports_2010_2021
2013,X,Luxembourg,2710,Crude petroleum oils,4201.4219072,Europe,49.6,6.1,exports_2010_2021
2013,X,Malta,2710,Crude petroleum oils,5059.7121372,Europe,0.0,0.0,exports_2010_2021
2013,X,Oman,2710,Crude petroleum oils,1526.5164656,Middle East,0.0,0.0,exports_2010_2021
2013,X,Netherlands,2710,Crude petroleum oils,26062661.6418924,Europe,52.1,5.3,exports_2010_2021
2013,X,New Caledonia,2710,Crude petroleum oils,16731.6616264,Oceania,0.0,0.0,exports_2010_2021
2013,X,Nigeria,2710,Crude petroleum oils,2270.7684495999997,Africa,9.1,8.7,exports_2010_2021
2013,X,Norway,2710,Crude petroleum oils,25678431.6332488,Europe,60.5,8.5,exports_2010_2021
2013,X,Philippines,2710,Crude petroleum oils,746.2524831999999,Other,0.0,0.0,exports_2010_2021
2013,X,Poland,2710,Crude petroleum oils,10917.694255999999,Europe,52.0,20.0,exports_2010_2021
2013,X,Portugal,2710,Crude petroleum oils,17219.8263636,Europe,0.0,0.0,exports_2010_2021
2013,X,Qatar,2710,Crude petroleum oils,627.212236,Middle East,25.4,51.2,exports_2010_2021
2013,X,Romania,2710,Crude petroleum oils,3229.092678,Europe,0.0,0.0,exports_2010_2021
2013,X,Russian Federation,2710,Crude petroleum oils,2236.7569504,Other,0.0,0.0,exports_2010_2021
2013,X,Brazil,2710,Crude petroleum oils,23064.8044844,Americas,-14.2,-51.9,exports_2010_2021
2013,X,Bulgaria,2710,Crude petroleum oils,2566.8686932,Europe,0.0,0.0,exports_2010_2021
2013,X,Canada,2710,Crude petroleum oils,4374.480152,Americas,56.1,-106.3,exports_2010_2021
2013,X,Czechia,2710,Crude petroleum oils,2448267.403428,Europe,0.0,0.0,exports_2010_2021
2013,X,Denmark,2710,Crude petroleum oils,51254.3426024,Europe,56.0,10.0,exports_2010_2021
2013,X,Estonia,2710,Crude petroleum oils,128.0432468,Europe,0.0,0.0,exports_2010_2021
2013,X,France,2710,Crude petroleum oils,10581317.3270588,Europe,46.2,2.2,exports_2010_2021
2013,X,Germany,2710,Crude petroleum oils,6932548.7185136,Europe,51.2,10.5,exports_2010_2021
2013,X,Ghana,2710,Crude petroleum oils,82.0279992,Other,0.0,0.0,exports_2010_2021
2013,X,Greece,2710,Crude petroleum oils,1064.3604776,Europe,0.0,0.0,exports_2010_2021
2013,X,Hong Kong,2710,Crude petroleum oils,200.0679968,Asia,0.0,0.0,exports_2010_2021
2013,X,Australia,2710,Crude petroleum oils,2645.8951903999996,Oceania,-25.3,133.8,exports_2010_2021
2013,X,Austria,2710,Crude petroleum oils,314782.510952,Europe,0.0,0.0,exports_2010_2021
2013,X,Bahrain,2710,Crude petroleum oils,1069.3617256,Middle East,0.0,0.0,exports_2010_2021
2013,X,Belgium,2710,Crude petroleum oils,4222417.710450799,Europe,50.5,4.5,exports_2010_2021
2013,X,Saudi Arabia,2711,Petroleum gas,3974.3449116,Middle East,23.9,45.1,exports_2010_2021
2013,X,Singapore,2711,Petroleum gas,7837.652326,Asia,1.3,103.8,exports_2010_2021
2013,X,Spain,2711,Petroleum gas,2275.7696975999997,Europe,40.0,-4.0,exports_2010_2021
2013,X,Sweden,2711,Petroleum gas,3772.2764156,Europe,63.0,16.0,exports_2010_2021
2013,X,Thailand,2711,Petroleum gas,1977.6689548,Asia,0.0,0.0,exports_2010_2021
2013,X,United Arab Emirates,2711,Petroleum gas,42313.3170516,Middle East,23.4,53.8,exports_2010_2021
2013,X,Egypt,2711,Petroleum gas,1878.6359592000001,Africa,0.0,0.0,exports_2010_2021
2013,X,United Kingdom,2711,Petroleum gas,13604529.2701108,Europe,55.4,-3.4,exports_2010_2021
2013,X,United States,2711,Petroleum gas,689.2329836,Americas,39.5,-98.4,exports_2010_2021
2013,X,Yemen,2711,Petroleum gas,10829.664005999999,Middle East,0.0,0.0,exports_2010_2021
2013,X,Greece,2711,Petroleum gas,2669.9034404,Europe,0.0,0.0,exports_2010_2021
2013,X,Indonesia,2711,Petroleum gas,1867.6317072,Asia,0.0,0.0,exports_2010_2021
2013,X,Italy,2711,Petroleum gas,79398.86572239999,Europe,41.9,12.5,exports_2010_2021
2013,X,Kuwait,2711,Petroleum gas,16017.419390000001,Middle East,29.3,47.5,exports_2010_2021
2013,X,Lithuania,2711,Petroleum gas,859.2904796,Europe,0.0,0.0,exports_2010_2021
2013,X,Oman,2711,Petroleum gas,65409.1322864,Middle East,0.0,0.0,exports_2010_2021
2013,X,Netherlands,2711,Petroleum gas,3867691.6838924,Europe,52.1,5.3,exports_2010_2021
2013,X,Norway,2711,Petroleum gas,1152.3899744,Europe,60.5,8.5,exports_2010_2021
2013,X,Pakistan,2711,Petroleum gas,8600.9105588,Other,0.0,0.0,exports_2010_2021
2013,X,Qatar,2711,Petroleum gas,90607.6582208,Middle East,25.4,51.2,exports_2010_2021
2013,X,Croatia,2711,Petroleum gas,5879.9898696,Europe,0.0,0.0,exports_2010_2021
2013,X,Finland,2711,Petroleum gas,3686.247418,Europe,0.0,0.0,exports_2010_2021
2013,X,France,2711,Petroleum gas,726527.8299804,Europe,46.2,2.2,exports_2010_2021
2013,X,Germany,2711,Petroleum gas,3073.0394296,Europe,51.2,10.5,exports_2010_2021
2014,X,France,2716,Electrical energy,6043.7936784,Europe,46.2,2.2,exports_2010_2021
2014,X,Italy,2716,Electrical energy,573712.8245011,Europe,41.9,12.5,exports_2010_2021
2014,X,Netherlands,2716,Electrical energy,327652.5204134,Europe,52.1,5.3,exports_2010_2021
2014,X,United Kingdom,2716,Electrical energy,17348343.3591736,Europe,55.4,-3.4,exports_2010_2021
2014,X,United Kingdom,2709,Crude petroleum oils,1129.4563813,Europe,55.4,-3.4,exports_2010_2021
2014,X,Russian Federation,2710,Crude petroleum oils,2570.3144694000002,Other,0.0,0.0,exports_2010_2021
2014,X,Saudi Arabia,2710,Crude petroleum oils,39065.3766779,Middle East,23.9,45.1,exports_2010_2021
2014,X,Senegal,2710,Crude petroleum oils,722.9324586,Africa,0.0,0.0,exports_2010_2021
2014,X,Sierra Leone,2710,Crude petroleum oils,2159.7853849000003,Other,0.0,0.0,exports_2010_2021
2014,X,India,2710,Crude petroleum oils,32401.783080400004,Asia,20.6,78.9,exports_2010_2021
2014,X,Singapore,2710,Crude petroleum oils,3743.8276305000004,Asia,1.3,103.8,exports_2010_2021
2014,X,Slovakia,2710,Crude petroleum oils,2167.7957085000003,Europe,0.0,0.0,exports_2010_2021
2014,X,South Africa,2710,Crude petroleum oils,2906.7480606,Africa,-30.6,22.9,exports_2010_2021
2014,X,Spain,2710,Crude petroleum oils,2671434.9185671,Europe,40.0,-4.0,exports_2010_2021
2014,X,Sweden,2710,Crude petroleum oils,3516642.8467630004,Europe,63.0,16.0,exports_2010_2021
2014,X,Switzerland,2710,Crude petroleum oils,1994.5720838,Europe,0.0,0.0,exports_2010_2021
2014,X,Trinidad and Tobago,2710,Crude petroleum oils,370.47746650000005,Americas,0.0,0.0,exports_2010_2021
2014,X,United Arab Emirates,2710,Crude petroleum oils,24190.194447200003,Middle East,23.4,53.8,exports_2010_2021
2014,X,Tunisia,2710,Crude petroleum oils,761.9824093000001,Other,0.0,0.0,exports_2010_2021
2014,X,Türkiye,2710,Crude petroleum oils,6385.234098700001,Europe/Asia,0.0,0.0,exports_2010_2021
2014,X,Egypt,2710,Crude petroleum oils,1257.6215589,Africa,0.0,0.0,exports_2010_2021
2014,X,United Kingdom,2710,Crude petroleum oils,332282119.633526,Europe,55.4,-3.4,exports_2010_2021
2014,X,United States,2710,Crude petroleum oils,300208707.7295042,Americas,39.5,-98.4,exports_2010_2021
2014,X,Venezuela,2710,Crude petroleum oils,19517602.702575702,Other,0.0,0.0,exports_2010_2021
2014,X,Iraq,2710,Crude petroleum oils,890.1475869000001,Middle East,33.2,43.7,exports_2010_2021
2014,X,Israel,2710,Crude petroleum oils,1050.3548126,Middle East,0.0,0.0,exports_2010_2021
2014,X,Italy,2710,Crude petroleum oils,19989.777617800002,Europe,41.9,12.5,exports_2010_2021
2014,X,Japan,2710,Crude petroleum oils,120.154854,Asia,36.2,138.3,exports_2010_2021
2014,X,Kazakhstan,2710,Crude petroleum oils,4418.6981475,Other,0.0,0.0,exports_2010_2021
2014,X,Jordan,2710,Crude petroleum oils,2182.8146884000003,Middle East,0.0,0.0,exports_2010_2021
2014,X,Kenya,2710,Crude petroleum oils,362.4671429,Other,0.0,0.0,exports_2010_2021
2014,X,Kuwait,2710,Crude petroleum oils,2702.4848088,Middle East,29.3,47.5,exports_2010_2021
2014,X,Lebanon,2710,Crude petroleum oils,2101.7105388,Other,0.0,0.0,exports_2010_2021
2014,X,Luxembourg,2710,Crude petroleum oils,212320.79621240002,Europe,49.6,6.1,exports_2010_2021
2014,X,Malaysia,2710,Crude petroleum oils,1171.5105802,Asia,4.2,108.0,exports_2010_2021
2014,X,Malta,2710,Crude petroleum oils,3373.3501640000004,Europe,0.0,0.0,exports_2010_2021
2014,X,Morocco,2710,Crude petroleum oils,40.051618000000005,Africa,0.0,0.0,exports_2010_2021
2014,X,Oman,2710,Crude petroleum oils,1306.6851678,Middle East,0.0,0.0,exports_2010_2021
2014,X,Netherlands,2710,Crude petroleum oils,22812239.264197,Europe,52.1,5.3,exports_2010_2021
2014,X,New Caledonia,2710,Crude petroleum oils,12245.7912479,Oceania,0.0,0.0,exports_2010_2021
2014,X,New Zealand,2710,Crude petroleum oils,183169.2034401,Oceania,0.0,0.0,exports_2010_2021
2014,X,Norway,2710,Crude petroleum oils,2694.4744852000003,Europe,60.5,8.5,exports_2010_2021
2014,X,Pakistan,2710,Crude petroleum oils,19290.87613,Other,0.0,0.0,exports_2010_2021
2014,X,Philippines,2710,Crude petroleum oils,45.0584471,Other,0.0,0.0,exports_2010_2021
2014,X,Poland,2710,Crude petroleum oils,12320.8884085,Europe,52.0,20.0,exports_2010_2021
2014,X,Portugal,2710,Crude petroleum oils,3685.7527844000006,Europe,0.0,0.0,exports_2010_2021
2014,X,Qatar,2710,Crude petroleum oils,1385.7867365,Middle East,25.4,51.2,exports_2010_2021
2014,X,Romania,2710,Crude petroleum oils,420.54198900000006,Europe,0.0,0.0,exports_2010_2021
2014,X,Brazil,2710,Crude petroleum oils,53646.1787626,Americas,-14.2,-51.9,exports_2010_2021
2014,X,Bulgaria,2710,Crude petroleum oils,3018.8933447000004,Europe,0.0,0.0,exports_2010_2021
2014,X,Canada,2710,Crude petroleum oils,1020.3160991,Americas,56.1,-106.3,exports_2010_2021
2014,X,China,2710,Crude petroleum oils,51.066189800000004,Asia,35.9,104.2,exports_2010_2021
2014,X,Czechia,2710,Crude petroleum oils,246690.1161576,Europe,0.0,0.0,exports_2010_2021
2014,X,Denmark,2710,Crude petroleum oils,968292.6507577001,Europe,56.0,10.0,exports_2010_2021
2014,X,France,2710,Crude petroleum oils,14463572.335124101,Europe,46.2,2.2,exports_2010_2021
2014,X,Germany,2710,Crude petroleum oils,6296764.921582701,Europe,51.2,10.5,exports_2010_2021
2014,X,Ghana,2710,Crude petroleum oils,611.7888418000001,Other,0.0,0.0,exports_2010_2021
